NoseX,NoseY,NeckX,NeckY,RShoulderX,RShoulderY,RElbowX,RElbowY,RWristX,RWristY,LShoulderX,LShoulderY,LElbowX,LElbowY,LWristX,LWristY,RHipX,RHipY,RKneeX,RKneeY,RAnkleX,RAnkleY,LHipX,LHipY,LKneeX,LKneeY,LAnkleX,LAnkleY,REyeX,REyeY,LEyeX,LEyeY,REarX,REarY,LEarX,LEarY,BackgroundX,BackgroundY
0,0,563,1043,610,1043,0,0,0,0,516,1001,493,1085,0,0,586,1168,586,1252,563,1335,540,1168,540,1252,540,1335,0,0,0,0,586,960,0,0,1033,1794
0,0,563,1043,610,1043,0,0,0,0,516,1001,516,1085,0,0,586,1168,0,0,0,0,540,1168,540,1252,540,1335,0,0,0,0,586,960,0,0,1033,1794
0,0,563,1043,0,0,0,0,0,0,516,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,1794
0,0,563,1001,610,1043,0,0,0,0,516,1001,516,1085,0,0,586,1168,0,0,0,0,540,1168,540,1252,0,0,0,0,0,0,586,960,0,0,1033,1794
0,0,563,1001,610,1001,0,0,0,0,516,1001,516,1085,516,1126,586,1168,586,1252,586,1335,540,1168,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,610,1085,0,0,516,1001,516,1085,493,1126,586,1168,586,1252,586,1335,540,1126,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,610,1085,0,0,516,1001,516,1085,493,1126,586,1126,586,1252,586,1335,540,1126,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,633,1085,0,0,540,1001,516,1085,493,1126,586,1126,586,1252,586,1335,540,1126,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,610,1085,0,0,540,1001,516,1085,493,1126,586,1126,586,1252,586,1335,540,1126,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,610,1085,0,0,540,1001,516,1085,493,1126,586,1126,586,1252,586,1335,540,1126,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,610,1085,0,0,540,1001,516,1085,493,1126,586,1126,586,1252,586,1335,540,1126,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,610,1085,0,0,540,1001,516,1085,516,1126,586,1126,586,1252,586,1335,540,1126,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,610,1085,0,0,540,1001,516,1085,493,1126,586,1126,586,1252,586,1335,540,1126,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,610,1085,0,0,540,1001,516,1085,516,1126,586,1126,586,1252,586,1335,540,1126,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,610,1085,0,0,540,1001,516,1085,516,1126,586,1126,586,1252,586,1335,540,1126,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,0,0,0,0,540,1001,516,1085,516,1126,586,1126,586,1252,586,1335,540,1126,540,1252,540,1335,0,0,0,0,0,0,563,960,1033,1794
0,0,586,1001,610,1001,633,1085,0,0,540,1001,516,1085,516,1126,586,1126,586,1252,586,1335,540,1126,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,586,1001,610,1001,633,1085,633,1126,540,1001,516,1085,516,1126,586,1126,586,1252,586,1335,540,1126,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,633,1085,0,0,540,1001,516,1085,516,1126,586,1126,586,1252,586,1335,540,1126,540,1252,563,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,586,1001,610,1001,633,1085,0,0,540,1001,516,1085,516,1126,586,1126,586,1252,586,1335,540,1126,540,1252,563,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,586,1001,610,1001,633,1085,0,0,540,1001,516,1085,0,0,610,1168,586,1252,586,1335,563,1126,540,1252,563,1335,0,0,0,0,0,0,563,960,1033,1794
0,0,586,1001,610,1001,633,1085,0,0,540,1001,516,1085,516,1126,610,1168,586,1252,586,1335,540,1168,540,1252,563,1335,0,0,0,0,610,960,563,960,1033,1794
0,0,586,1001,633,1001,633,1085,0,0,540,1001,516,1085,516,1126,610,1168,586,1252,586,1335,540,1168,540,1252,563,1335,0,0,0,0,610,960,563,960,1033,1794
0,0,586,1001,633,1001,633,1085,633,1168,540,1001,516,1085,516,1126,610,1168,586,1252,586,1335,540,1168,540,1252,563,1335,0,0,0,0,610,960,563,960,1033,1794
0,0,586,1001,633,1043,633,1085,0,0,540,1001,516,1085,516,1126,610,1168,586,1252,586,1335,540,1168,540,1252,563,1335,0,0,0,0,610,960,563,960,1033,1794
0,0,586,1001,633,1043,633,1085,0,0,540,1001,516,1085,516,1126,586,1168,586,1252,586,1335,540,1168,540,1252,563,1335,0,0,0,0,610,960,563,960,1033,1794
0,0,586,1001,633,1043,633,1085,0,0,540,1001,516,1085,516,1126,586,1168,586,1252,586,1335,540,1168,540,1252,563,1335,0,0,0,0,610,960,563,960,1033,1794
0,0,586,1001,633,1043,633,1085,0,0,540,1001,516,1085,516,1126,586,1168,586,1252,586,1335,540,1168,540,1252,563,1335,0,0,0,0,610,960,563,960,1033,1794
0,0,586,1001,633,1043,633,1085,0,0,540,1001,516,1085,516,1126,610,1168,586,1252,586,1335,540,1168,540,1252,563,1335,0,0,0,0,610,960,563,960,1033,1794
0,0,586,1001,610,1001,633,1085,0,0,540,1001,516,1085,516,1126,586,1126,586,1252,586,1335,540,1168,540,1252,563,1335,0,0,0,0,610,960,563,960,1033,1794
0,0,563,1001,610,1001,633,1085,0,0,540,1001,516,1085,516,1126,586,1126,586,1252,586,1335,540,1168,540,1252,563,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,633,1085,610,1168,540,1001,516,1085,516,1126,586,1168,586,1252,586,1335,540,1168,540,1252,540,1335,0,0,0,0,610,960,563,960,1033,1794
0,0,563,1001,610,1001,633,1085,0,0,540,1001,516,1085,516,1126,586,1168,586,1252,586,1335,540,1168,540,1252,563,1377,0,0,0,0,586,960,563,960,1033,1794
0,0,586,1001,610,1043,633,1085,0,0,540,1001,0,0,0,0,586,1168,586,1252,586,1335,540,1168,540,1252,563,1335,0,0,0,0,610,960,563,960,1033,1794
0,0,563,1001,610,1001,610,1085,0,0,540,1001,516,1085,0,0,586,1168,586,1252,586,1335,540,1168,540,1252,563,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,0,0,0,0,540,1001,516,1085,0,0,586,1168,586,1252,563,1335,540,1168,540,1252,563,1335,0,0,0,0,0,0,0,0,1033,1794
0,0,563,1001,610,1001,0,0,0,0,516,1001,516,1085,0,0,586,1168,586,1252,563,1377,540,1168,540,1252,540,1377,0,0,0,0,0,0,0,0,1033,1794
0,0,563,1001,610,1001,633,1085,610,1126,516,1001,516,1085,516,1126,586,1168,586,1252,586,1335,540,1168,540,1252,540,1335,0,0,0,0,586,960,563,960,1033,1794
0,0,563,1001,610,1001,633,1085,633,1168,516,1001,516,1085,493,1126,586,1168,586,1252,586,1335,540,1168,540,1252,540,1377,0,0,0,0,586,918,563,960,1033,1794
0,0,563,1001,610,1001,633,1085,633,1168,516,1001,516,1085,493,1126,586,1168,586,1252,586,1377,540,1168,540,1252,540,1377,0,0,0,0,586,918,540,960,1033,1794
0,0,563,1001,610,1001,633,1085,633,1168,516,1001,516,1085,516,1126,586,1126,586,1252,586,1377,540,1126,540,1252,540,1377,0,0,0,0,586,918,563,918,1033,1794
0,0,563,1001,610,1001,610,1085,0,0,516,1001,493,1085,493,1126,586,1126,586,1252,563,1377,540,1126,540,1252,540,1377,0,0,0,0,586,918,540,918,1033,1794
0,0,563,1001,610,1001,633,1085,633,1168,516,1001,493,1085,493,1126,586,1168,586,1252,586,1377,540,1168,540,1252,540,1377,0,0,0,0,586,918,563,918,1033,1794
0,0,563,1001,610,1001,633,1085,633,1168,516,1001,493,1085,493,1126,586,1126,586,1252,586,1377,540,1126,540,1252,540,1377,0,0,0,0,586,918,563,918,1033,1794
0,0,563,1001,610,1001,633,1085,633,1168,516,1001,493,1085,493,1126,586,1126,586,1252,586,1377,540,1126,540,1252,540,1377,0,0,0,0,586,918,563,918,1033,1794
0,0,563,1001,610,1001,633,1085,633,1168,516,1001,493,1085,493,1126,586,1126,586,1252,586,1377,540,1126,540,1252,540,1377,0,0,0,0,586,918,563,918,1033,1794
0,0,563,1001,610,1001,633,1085,633,1168,516,1001,516,1043,493,1126,586,1168,586,1252,586,1377,540,1126,540,1252,540,1377,0,0,0,0,586,918,563,918,1033,1794
0,0,563,1001,610,1001,633,1126,0,0,516,1001,493,1085,0,0,586,1168,586,1252,586,1377,540,1168,540,1252,563,1377,0,0,0,0,586,918,563,918,1033,1794
